epoch,loss,test_acc
1,1.2204751638199787,72.73159144893111
2,0.7036262318241796,75.2652414885194
3,0.5991538532203335,78.41646872525732
4,0.5476585539410727,77.64845605700712
5,0.5089216712210104,79.20823436262866
6,0.48727342625744907,80.58590657165479
7,0.4675785785170196,80.22169437846398
8,0.4539508159569413,80.27711797307997
9,0.4383789133682525,82.0110847189232
10,0.4268313579136233,80.83927157561362
11,0.4173722399724759,80.59382422802851
12,0.40633213773762866,81.06096595407759
13,0.39351763038469445,81.59936658749011
14,0.3825382828998337,81.93982581155977
15,0.3791631630641951,80.96595407759304
16,0.37434154255784674,81.9556611243072
17,0.3674042314934216,82.95328582739509
18,0.3616329770294025,82.15360253365004
19,0.35632720507449095,82.26444972288202
20,0.35418674024603636,82.23277909738718
