epoch,loss,test_acc
1,0.803214654683781,91.02137767220903
2,0.14459088450069907,94.03008709422011
3,0.06819504135839945,94.86144101346001
4,0.038507167249917984,95.48693586698337
5,0.024171179772423897,95.85114806017418
6,0.015159177466583766,96.270783847981
7,0.015547990964220867,96.6825019794141
8,0.0067990601277179855,96.95170229612035
9,0.004567903325819283,96.70625494853523
10,0.0034298546594395624,96.56373713380839
11,0.002761246444438573,96.8646080760095
12,0.0022202156064250202,97.03087885985748
13,0.0017893417276066842,97.07838479809976
14,0.001501569582475461,97.0387965162312
15,0.0012425509743767677,97.04671417260491
16,0.0010536864524979671,97.12589073634204
17,0.0009053408813705262,97.1654790182106
18,0.0007676616561212699,97.18131433095803
19,0.0006605159955845177,97.25257323832146
20,0.014689415161736863,95.62945368171022
