true_class,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27,pred_28,pred_29,pred_30,pred_31,pred_32,pred_33,pred_34,pred_35,pred_36,pred_37,pred_38,pred_39,pred_40,pred_41,pred_42
0,55,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,589,22,17,13,16,0,17,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0
2,0,23,637,55,4,15,1,9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,53,47,308,2,20,2,2,1,0,9,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,0,0,0,603,2,3,11,23,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2
5,0,49,34,41,2,448,3,13,2,7,7,0,0,0,1,2,5,0,1,0,3,0,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,2,0,0,0,2
6,0,0,0,0,0,32,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,18
7,0,0,1,3,9,21,9,394,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
8,8,6,1,6,19,16,3,61,311,0,4,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,2,1,0,0
9,0,0,0,0,0,1,1,10,0,257,60,0,0,0,3,6,50,33,0,0,0,0,0,0,0,0,0,0,1,4,0,0,14,0,0,0,0,0,0,0,0,26,14
10,0,0,0,0,0,4,11,29,0,38,355,0,0,0,1,13,58,42,10,22,11,0,7,0,0,0,0,0,0,2,0,0,13,6,4,0,0,0,0,11,0,0,23
11,0,0,0,0,0,0,0,0,0,2,0,214,0,0,0,0,0,0,2,10,12,0,7,42,22,16,13,6,63,2,2,4,0,0,0,2,0,0,0,1,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,1,0,1,6,5,1,12,0,2,0,0,0,23,0,0,0,0,0,0,1,0,0,1
13,0,0,0,0,0,0,0,0,0,0,1,0,5,675,1,0,0,0,0,0,0,0,2,3,2,5,1,0,0,12,0,0,0,0,0,0,0,1,0,2,0,0,10
14,0,0,4,5,2,0,0,11,3,0,2,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,0,0,0,0,0,0,1,0,10,6,0,0,0,0,172,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,3,0,0,0,2
16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10
17,0,0,0,0,1,1,0,0,0,0,12,0,0,0,20,1,0,305,1,1,0,1,0,2,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,6
18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,192,18,18,1,12,29,69,18,11,4,12,1,2,0,0,0,0,2,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,18,1,3,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,57,0,10,0,0,0,1,1,0,0,0,9,0,0,1,0,0,0,5,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,13,1,84,4,3,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,2,0,7,62,8,11,0,0,8,0,1,34,3,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,1,5,3,0,11,0,0,0,0,4,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,3,3,5,2,22,6,335,13,32,41,0,1,6,1,0,0,0,0,3,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,24,3,6,134,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,14,118,3,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,7,64,2,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0,1,11,3,14,7,0,4,4,71,6,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,1,8,1,5,1,12,10,0,0,0,0,1,210,0,0,0,0,0,0,0,0,0,0,2
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,48
33,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,77,0,29,9,0,6,12,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,64,0,1,0,4,0,0,0,0
35,0,1,0,0,9,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11,169,134,13,0,1,28,1,6
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,85,15,1,2,3,0,1
37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,9,4,0,0,0,0
38,0,0,0,0,0,0,0,0,0,10,12,0,0,10,0,0,0,0,0,12,8,1,1,5,0,0,0,5,0,0,2,0,17,8,12,1,8,24,397,125,7,2,23
39,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,63,0,0,1
40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,79,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34,24
42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,63
