epoch,loss,test_acc
1,1.0256996750831604,56.8646080760095
2,0.9654996196428934,57.76722090261283
3,0.8531864285469055,58.8756927949327
4,0.8119821846485138,60.27711797307997
5,0.7143926123778025,61.187648456057005
6,0.6414843797683716,62.50197941409343
7,0.5364711582660675,63.634204275534444
8,0.4969613601764043,64.56848772763261
9,0.43834780156612396,65.2098178939034
10,0.3735110014677048,66.3341250989707
11,0.34022773305575055,67.26049089469517
12,0.2850690682729085,67.94140934283452
13,0.25120410323143005,68.30562153602534
14,0.22717452545960745,68.95486935866984
15,0.18585799261927605,69.3428345209818
16,0.1671188771724701,70.11084718923199
17,0.1413929040233294,70.77593032462391
18,0.1354924514889717,70.85510688836105
19,0.11722279340028763,70.76009501187649
20,0.10725447535514832,70.87094220110848
