true_class,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27,pred_28,pred_29,pred_30,pred_31,pred_32,pred_33,pred_34,pred_35,pred_36,pred_37,pred_38,pred_39,pred_40,pred_41,pred_42
0,56,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,542,37,10,29,28,0,8,25,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0
2,0,26,635,13,12,47,1,1,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
3,6,57,91,220,2,45,2,0,13,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
4,1,0,0,0,629,2,2,2,12,3,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
5,8,25,29,26,6,489,3,7,16,6,4,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
6,0,0,0,0,0,23,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25
7,0,0,1,0,14,49,8,349,13,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2
8,5,0,0,2,28,25,3,21,351,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0
9,4,0,0,0,0,2,4,13,5,313,29,0,0,0,0,7,30,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23,11
10,18,0,0,3,1,9,10,27,73,87,280,0,0,0,0,45,39,35,0,3,2,0,3,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,2,0,1,4,12
11,0,0,0,0,0,0,0,0,0,0,0,263,0,2,0,0,0,0,5,5,13,2,10,10,5,20,12,14,19,1,9,30,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,6,607,11,0,4,0,0,0,0,0,0,10,0,3,0,20,1,2,8,0,0,12,0,0,1,0,0,0,4,0,1,0
13,0,0,0,0,1,0,0,0,0,0,0,2,0,666,0,0,0,0,0,0,1,0,2,1,6,0,2,0,0,18,0,0,6,0,0,1,0,0,0,14,0,0,0
14,0,1,1,1,6,4,0,3,11,0,0,0,0,6,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
15,0,0,0,0,0,0,1,0,1,23,1,0,0,4,0,120,0,6,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,2,7,8,4,3,0,0,6,14,2
16,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
17,0,0,0,1,1,0,0,0,0,0,0,0,0,22,12,1,0,275,0,15,20,0,1,0,0,0,1,0,0,1,0,0,1,0,0,7,0,0,1,0,0,0,1
18,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,1,156,14,34,7,18,12,54,13,7,5,14,17,11,2,0,0,0,5,0,0,0,0,0,3,0
