true_class,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27,pred_28,pred_29,pred_30,pred_31,pred_32,pred_33,pred_34,pred_35,pred_36,pred_37,pred_38,pred_39,pred_40,pred_41,pred_42
0,55,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,573,26,10,16,23,3,10,26,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,4,698,17,0,24,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,20,65,340,1,8,5,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
4,3,0,0,3,631,2,2,3,3,1,3,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,0,30,63,93,2,393,18,4,0,3,8,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
6,0,0,0,5,0,0,104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,15,21
7,0,0,3,4,0,36,6,384,8,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
8,0,1,4,8,28,24,5,40,313,2,10,0,0,0,0,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,1,1,0,0,0,1,0,401,11,0,1,0,1,37,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
10,0,3,4,9,0,6,0,13,0,41,371,0,7,0,0,115,41,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,1,0,1,5,0,8,0,5,9
11,0,0,0,0,0,0,0,0,0,0,0,346,1,0,0,0,0,0,3,0,2,0,1,17,0,1,8,12,16,0,8,5,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,15,657,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,4,1,0,0,2,0
13,0,0,0,0,1,0,0,0,0,0,0,1,4,661,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,0,34,3,2
14,0,0,7,0,1,1,5,4,2,0,0,0,0,1,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15,0,0,0,0,0,0,0,8,0,7,3,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0
16,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,6,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,2,2,0,3,1,2,0,0,1,0,2,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,19,0
18,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,252,31,24,2,5,7,8,2,23,5,0,0,2,13,0,0,0,5,2,0,0,0,0,0,1
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
