epoch,loss,test_acc
1,3.274165717038241,30.126682501979413
2,2.9881571639667857,30.06334125098971
3,2.661094297062267,32.29612034837688
4,2.321290514685891,36.75376088677751
5,2.0132123773748223,42.25653206650831
6,1.7351913777264683,47.18923198733175
7,1.4652423100038008,53.3729216152019
8,1.2284028421748767,60.15043547110056
9,1.0283727266571738,65.2652414885194
10,0.869112334468148,69.01029295328583
11,0.7299015847119418,71.45684877276327
12,0.6149949133396149,73.03246239113223
13,0.5225911275906996,74.41805225653206
14,0.4394975683905862,75.85114806017418
15,0.3719098378311504,76.79334916864607
16,0.3140764832496643,77.84639746634996
17,0.2702979797666723,78.2264449722882
18,0.23251193490895358,78.9865399841647
19,0.20564554631710052,79.39825811559778
20,0.18108553100715985,79.46159936658749
