epoch,loss,test_acc
1,1.0405517915884654,57.40300870942201
2,1.048099676767985,57.49010292953286
3,1.0182461241881053,57.62470308788598
4,1.0196976959705353,57.61678543151227
5,1.0298628608385723,57.64053840063341
6,0.9977171123027802,57.79097387173397
7,0.9600997467835745,57.77513855898654
8,0.9762792388598124,57.86223277909739
9,0.9482613305250803,57.94932699920823
10,0.9271944463253021,58.19477434679335
11,0.9288343489170074,58.21060965954078
12,0.9273363053798676,58.32145684877276
13,0.9051111340522766,58.40855106888361
14,0.913435568412145,58.55898653998416
15,0.914691706498464,58.653998416468724
16,0.9325311183929443,58.812351543942995
17,0.9229744970798492,58.962787015043546
18,0.8844104409217834,59.184481393507525
19,0.8412558535734812,59.287410926365794
20,0.8417270183563232,59.46159936658749
