true_class,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27,pred_28,pred_29,pred_30,pred_31,pred_32,pred_33,pred_34,pred_35,pred_36,pred_37,pred_38,pred_39,pred_40,pred_41,pred_42
0,51,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,505,38,25,16,25,1,10,51,8,4,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,1,1,0,1,0
2,0,38,614,34,5,19,2,8,14,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,10,30,53,240,4,16,14,10,19,26,2,0,0,0,0,6,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
4,1,0,0,0,577,2,7,15,23,14,2,0,1,0,0,3,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0
5,1,40,35,76,13,352,12,17,35,17,8,0,0,0,0,13,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
6,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,3,0,0,0,4,0,0,4,16
7,0,0,0,2,4,19,9,326,59,6,5,0,1,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
8,1,0,0,2,15,10,6,5,325,21,9,0,0,0,0,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,1
9,0,0,0,0,0,0,1,0,0,333,110,0,0,0,0,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
10,0,0,0,0,0,0,10,0,9,86,384,0,0,0,0,109,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,8
11,0,0,0,0,0,0,0,0,0,0,0,151,2,9,0,0,0,0,18,7,5,2,61,3,13,57,5,10,43,3,19,9,0,0,0,2,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,0,0,0,30,618,17,0,12,0,1,2,0,0,0,0,1,0,1,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0
13,0,0,0,0,0,0,0,0,0,0,0,1,3,634,1,7,0,3,0,0,0,8,6,1,2,0,0,3,0,4,16,0,8,0,1,7,0,0,8,1,1,1,4
14,0,0,10,0,2,0,0,2,11,0,0,0,0,0,239,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,2,17,1,0,0,0,0,179,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,0,0,0,0,0,0,0,0,0,14,1,0,0,8,0,18,0,298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,2
18,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,1,0,0,190,14,5,6,60,7,13,18,2,7,17,0,13,11,0,0,0,2,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
