epoch,loss,test_acc
1,3.457633852958679,29.984164687252573
2,3.501265009244283,30.06334125098971
3,3.4998820622762046,30.055423594615995
4,3.3890424172083535,30.04750593824228
5,3.4062116543451944,30.039588281868568
6,3.4020986557006836,30.0
7,3.397209962209066,30.1187648456057
8,3.3076982498168945,30.158353127474268
9,3.2821071545283,30.197941409342835
10,3.3504976431528726,30.158353127474268
11,3.232789158821106,30.174188440221695
12,3.143077532450358,30.16627078384798
13,3.200776775677999,30.110847189231986
14,3.0927749077479043,30.174188440221695
15,3.1167033116022744,30.20585906571655
16,2.9984525044759116,30.20585906571655
17,3.0079752604166665,30.150435471100554
18,2.9722439845403037,30.221694378463976
19,2.91208553314209,30.300870942201108
20,2.8934661149978638,30.340459224069676
