true_class,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27,pred_28,pred_29,pred_30,pred_31,pred_32,pred_33,pred_34,pred_35,pred_36,pred_37,pred_38,pred_39,pred_40,pred_41,pred_42
0,48,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,446,146,0,32,10,0,10,14,0,3,0,0,0,0,4,0,7,0,13,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0
2,0,13,660,15,3,12,3,1,3,1,0,0,0,0,0,0,0,1,0,10,3,0,0,0,0,0,8,0,1,0,0,0,0,0,0,2,6,6,0,0,0,2,0
3,5,39,250,71,11,9,1,2,3,0,0,0,0,0,0,17,3,10,2,9,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,1,5,0,0,3,0,1
4,0,2,1,0,581,0,0,6,6,4,1,0,0,0,0,2,0,8,0,14,5,0,0,0,0,0,16,1,0,0,0,0,0,0,0,5,0,3,0,0,1,3,1
5,1,46,192,3,11,259,5,4,0,1,6,0,0,0,1,6,1,7,1,21,6,0,0,0,0,0,27,0,0,0,2,0,0,0,0,18,0,2,0,0,1,6,3
6,0,0,33,3,0,24,0,0,0,5,0,0,0,0,0,1,0,0,1,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,46,0,0,0,2,1
7,0,0,2,0,1,11,0,336,10,0,3,0,0,0,2,2,0,19,3,15,1,0,0,0,0,0,33,0,1,0,1,0,0,0,0,4,0,3,0,0,1,0,2
8,1,0,5,0,23,0,0,37,268,1,2,0,2,2,1,7,1,15,12,13,1,1,0,0,0,0,38,0,0,0,0,0,0,1,0,1,0,18,0,0,0,0,0
9,1,0,0,0,0,0,0,4,0,1,10,0,0,0,4,165,30,184,2,1,4,0,0,0,0,0,42,0,4,0,0,0,0,1,0,1,0,3,0,0,21,0,2
10,4,0,3,0,0,0,0,15,0,6,12,0,1,0,25,199,68,120,33,62,0,1,0,0,0,0,92,0,1,0,0,0,0,0,0,6,0,5,0,0,2,0,5
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,69,5,102,0,0,0,0,0,12,13,127,0,18,0,0,8,0,0,0,4,0,5,21,0,0
12,7,0,0,0,0,0,0,8,0,2,0,0,5,22,0,0,0,25,156,28,40,4,0,0,0,0,190,6,1,0,2,0,0,27,0,19,0,61,46,24,16,0,1
13,0,0,0,0,0,0,0,0,0,0,10,0,0,38,7,3,21,37,38,166,160,0,0,0,0,0,5,7,5,17,15,0,0,33,0,10,0,85,2,17,41,0,3
14,0,2,6,0,1,0,0,0,0,0,0,0,0,0,246,0,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
