epoch,loss,test_acc
1,0.7413663972507823,66.17577197149643
2,0.6288233697414398,68.89944576405384
3,0.5045587284998461,71.46476642913697
4,0.3995021608742801,73.64212193190815
5,0.3086975325237621,75.81947743467933
6,0.2369102496992458,76.58749010292954
7,0.18256474557248029,77.83056215360253
8,0.14254680546847256,78.02850356294537
9,0.11302066255699504,78.79651623119557
10,0.09138829904523763,79.26365795724466
