true_class,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27,pred_28,pred_29,pred_30,pred_31,pred_32,pred_33,pred_34,pred_35,pred_36,pred_37,pred_38,pred_39,pred_40,pred_41,pred_42
0,56,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,546,17,12,14,15,0,14,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2,0,41,631,43,5,17,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,25,47,339,0,25,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
4,4,0,0,0,616,4,1,3,19,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0
5,3,45,73,58,0,426,2,8,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0
6,0,0,0,0,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,31
7,0,1,1,4,8,32,8,375,16,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,15,2,7,3,11,25,2,31,330,3,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,0,0,0
9,0,0,0,0,0,2,20,1,0,423,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
10,0,0,2,0,0,10,5,11,2,69,451,0,0,0,0,34,42,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,16
11,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,1,0,1,0,1,1,1,0,7,14,13,2,0,8,0,0,0,0,0,2,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,2,4,680,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,1,0,0,0,0,0,1,1,5,696,0,0,0,0,0,0,1,1,0,3,0,0,1,1,1,4,0,0,0,0,1,0,0,1,0,0,0,0,2
14,0,0,12,0,3,0,0,3,4,0,0,0,0,6,239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
15,0,0,0,0,0,0,0,1,0,3,8,0,4,0,0,177,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,1,0,0,0,0,0,7,30,0,0,2,5,2,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,228,9,16,0,26,2,31,6,25,11,8,0,0,4,0,0,0,1,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,10,0,14,1,2,2,2,0,0,0,0,9,0,2,0,0,1,0,0,0,0,2,0
21,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,4,57,3,2,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,3,0,1,1
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,18,4,92,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,119,1,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,5,4,1,19,4,359,9,24,20,0,0,18,0,0,0,0,0,0,0,0,0,1,0
26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,168,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
