true_class,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27,pred_28,pred_29,pred_30,pred_31,pred_32,pred_33,pred_34,pred_35,pred_36,pred_37,pred_38,pred_39,pred_40,pred_41,pred_42
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,1,6,120,5,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,5,0,30,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,12,0,7,94,23,0,5,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,4,64,1,2,0,0,0,3,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2,9,0,20,3,0,4,5,51,3,0,0,0,3,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,1,21,31,3,9,0,0,0,0,5,173,0,0,0,5,0,0,0,0,0,0,1
32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,25
33,0,0,0,0,0,0,0,0,3,16,0,0,7,0,0,3,0,0,0,7,0,2,0,0,0,0,0,3,0,0,0,0,0,127,0,4,5,19,3,0,8,3,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,1,3,5,71,1,2,1,0,0
35,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,4,0,0,1,0,1,0,1,0,0,0,0,172,0,30,1,150,1,12,4,3,0
36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,94,1,4,0,7,0,1,0,5,0
37,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,0,11,0,2,0,0,1
38,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,51,0,42,0,22,3,13,0,0,1,0,4,5,3,0,2,0,2,156,1,31,1,50,1,265,8,5,11
39,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,6,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,0,51,0,1,0
40,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,3,1,0,2,0,0,2,34,0,7,0,3,0,12,6,0,3
41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,10,0,1,0,6,14
42,0,0,0,0,7,3,0,0,1,1,0,0,0,0,0,10,8,9,0,3,0,7,0,0,0,0,1,3,0,1,0,0,0,0,0,4,4,7,0,0,0,8,13
