epoch,loss,test_acc
1,3.387513041496277,30.245447347585113
2,3.172436515490214,30.197941409342835
3,2.8791248401006064,30.134600158353127
4,2.5480762720108032,31.82106096595408
5,2.2815295457839966,35.05938242280285
6,1.9975586136182149,39.287410926365794
7,1.7865927815437317,42.517814726840854
8,1.5951260129610698,45.336500395882815
9,1.3770025968551636,48.463974663499606
10,1.2345677415529888,52.699920823436265
11,0.9990188280741373,57.35550277117973
12,0.8891914486885071,60.98178939034046
13,0.715549886226654,64.41013460015836
14,0.6177868147691091,66.20744259699129
15,0.4966492752234141,67.71971496437055
16,0.4336818705002467,68.91528107680126
17,0.35003238916397095,70.27711797307997
18,0.3095158686240514,70.73634204275534
19,0.2601379007101059,71.37767220902613
20,0.223054309686025,71.55977830562153
