true_class,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27,pred_28,pred_29,pred_30,pred_31,pred_32,pred_33,pred_34,pred_35,pred_36,pred_37,pred_38,pred_39,pred_40,pred_41,pred_42
0,53,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,551,33,3,42,17,5,3,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,28,667,4,6,21,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0
3,0,72,61,250,21,18,14,0,3,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,594,1,1,3,47,4,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3
5,2,39,35,38,31,388,66,3,7,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,7
6,0,0,1,2,0,8,107,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
7,0,1,2,0,0,16,9,393,20,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8,0,0,1,0,21,16,12,25,358,0,5,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3
9,0,0,0,0,0,1,0,1,0,294,18,0,10,0,4,79,14,38,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,0,0,1,2,0,0,0,1,5,4
10,1,0,1,1,2,8,2,37,9,55,197,0,2,0,19,162,45,29,0,0,0,1,7,0,0,0,1,0,0,3,0,1,23,0,0,0,0,0,0,0,5,8,41
11,0,0,0,0,0,0,0,0,0,0,0,223,0,4,0,0,0,0,1,6,2,1,2,20,3,35,21,14,46,4,14,6,0,3,0,1,0,3,0,0,11,0,0
12,0,0,0,0,0,0,0,0,0,0,0,13,469,18,0,0,0,0,1,0,2,10,41,10,1,58,1,0,0,0,0,0,0,17,0,2,2,11,28,0,0,0,6
13,0,0,0,0,1,0,0,0,0,0,0,1,0,666,0,0,0,0,0,6,0,2,0,2,0,3,1,0,0,3,0,0,7,4,0,7,0,0,1,0,10,0,6
14,0,0,3,0,4,0,3,4,4,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,42,11,0,0,0,0,73,0,37,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16,18,11
16,0,0,0,0,0,0,0,0,0,6,22,0,0,0,1,16,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
17,0,0,0,0,2,0,2,0,3,0,0,0,0,0,44,0,0,245,0,2,0,6,5,1,0,0,1,0,0,0,0,0,45,0,0,0,0,0,0,0,0,3,1
18,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,226,8,32,3,17,15,14,32,9,2,1,1,0,12,0,0,0,3,0,0,1,0,0,0,8
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,50,6,5,3,4,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,5,45,1,0,6,1,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0
22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,85,13,2,0,0,0,0,0,8,0,2,0,0,2,0,1,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,3,1,0,4,5,36,0,8,0,0,0,2,0,65,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,10,17,0,0,1,53,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,2,1,9,1,0,16,7,304,5,59,46,3,4,6,4,0,0,7,0,1,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,145,3,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,2,11,113,8,0,1,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,8,1,0,4,66,0,0,0,0,0,2,0,0,0,0,1,0,0
30,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,0,1,0,4,4,0,17,4,0,3,6,82,2,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,11,9,2,30,6,5,4,0,1,0,0,1,193,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,30,3
33,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,5,102,1,1,22,0,1,0,28,11,1
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,34,3,1,17,6,1,2,0,0
35,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,22,0,300,8,17,2,0,10,10,3
36,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,14,24,10,0,0,4,3,0
37,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,8,6,23,0,1,2,0,1
38,0,0,0,0,0,0,0,1,0,3,0,5,0,36,0,21,0,10,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8,39,5,11,10,40,361,91,15,8,23
39,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,0,0,19,35,0,3,0
40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,31,15,0,2,0,1,1,0,35,0,2
41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,30,17
42,0,0,0,0,0,6,1,6,1,1,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,3,0,0,0,23,34
