epoch,loss,test_acc
1,3.4273870388666787,30.071258907363422
2,3.3596444129943848,30.269200316706254
3,3.2276564041773477,30.158353127474268
4,3.0007303953170776,29.95249406175772
5,2.888254761695862,29.960411718131432
6,2.734094738960266,30.451306413301662
7,2.581086277961731,31.61520190023753
8,2.4075570503870645,33.087885985748215
9,2.2297090689341226,34.98812351543943
10,2.122788945833842,37.23673792557403
11,1.9297759334246318,39.24782264449723
12,1.800859312216441,41.10055423594616
13,1.7067267894744873,43.087885985748215
14,1.586162030696869,45.03562945368171
15,1.47664874792099,46.84085510688836
16,1.3392261266708374,48.63024544734758
17,1.2151561379432678,50.799683293745055
18,1.115253249804179,53.32541567695962
19,1.0234260459740956,55.94615993665875
20,0.9047026038169861,57.82264449722882
