epoch,loss,test_acc
1,3.7551981535824863,6.2074425969912905
2,3.7253473455255683,19.16072842438638
3,3.699769908731634,28.38479809976247
4,3.6735775037245317,33.87965162311956
5,3.6485114747827705,37.44259699129058
6,3.6224300427870317,39.770387965162314
7,3.598299893465909,41.1243072050673
8,3.5740162242542612,42.391132224861444
9,3.549820401451804,44.45764053840063
10,3.5257559039376,45.37608867775138
11,3.5017274726520884,46.642913697545524
12,3.4775557084517046,46.06492478226445
13,3.45538423278115,46.81710213776722
14,3.4325801892714067,47.3396674584323
15,3.4090169343081387,47.893903404592244
16,3.3864810900254683,47.37925574030087
17,3.3645842508836226,47.648456057007124
18,3.342805797403509,47.29216152019002
19,3.3198667656291616,48.2264449722882
20,3.2984369451349433,47.9889152810768
