true_class,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27,pred_28,pred_29,pred_30,pred_31,pred_32,pred_33,pred_34,pred_35,pred_36,pred_37,pred_38,pred_39,pred_40,pred_41,pred_42
0,53,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,476,55,31,8,0,4,0,48,7,1,0,3,0,0,6,2,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,3,1,1,0,2,0,1,3
2,0,367,207,67,7,0,13,3,14,11,0,0,0,1,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,6
3,12,196,19,78,2,4,18,3,48,21,9,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,4,11
4,69,54,1,11,400,0,13,0,44,3,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,2,0,0,1,0,0,4,15
5,0,222,20,112,9,24,36,16,98,2,13,0,1,0,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,4,15
6,0,0,0,2,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,31
7,0,8,1,3,2,0,12,275,81,8,24,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,6
8,38,5,0,0,50,0,29,11,236,2,11,0,0,0,0,5,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0,0,1,1,13
9,0,0,0,0,0,0,1,0,1,232,128,0,0,0,0,2,33,30,0,0,0,0,0,0,1,0,0,22,0,1,0,0,5,0,0,0,0,0,1,0,0,1,22
10,1,0,0,0,0,0,50,0,12,19,315,0,0,0,0,21,65,8,3,0,0,0,0,0,0,0,0,3,0,0,3,0,42,0,1,0,0,0,5,0,15,28,69
