true_class,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27,pred_28,pred_29,pred_30,pred_31,pred_32,pred_33,pred_34,pred_35,pred_36,pred_37,pred_38,pred_39,pred_40,pred_41,pred_42
0,50,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,523,38,0,70,10,4,2,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,99,592,1,14,15,15,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,1,124,182,73,32,12,12,0,7,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,582,0,1,2,64,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
5,2,89,46,1,44,366,44,1,14,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,5
6,0,2,23,0,3,39,44,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,17
7,0,1,2,0,2,16,14,368,36,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
8,0,1,2,1,34,8,9,8,370,0,1,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6
9,0,0,1,1,1,0,0,1,0,5,4,0,10,0,0,297,28,111,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,12,0,0,0,0,0,0,3
10,0,1,0,0,9,5,2,14,7,1,28,0,3,0,26,347,88,47,3,0,0,2,1,0,0,0,9,0,0,0,0,2,0,0,0,11,0,0,0,0,0,1,53
11,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,21,3,8,9,0,28,41,57,84,44,38,2,36,17,0,8,0,3,1,10,0,0,2,0,0
12,1,0,0,0,0,0,0,0,0,0,1,20,61,20,0,0,0,1,68,2,10,46,0,1,7,16,56,3,0,0,5,0,0,74,0,19,1,104,76,86,0,3,9
13,0,0,0,0,1,0,0,0,0,0,2,0,0,562,2,12,5,0,0,9,1,22,0,0,0,2,5,0,0,10,3,0,0,8,0,14,1,49,1,6,0,0,5
14,0,0,1,1,6,0,3,0,3,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
15,0,0,0,0,0,0,0,2,0,10,9,0,0,0,0,74,0,43,0,0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,25,0,0,7,0,17
16,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,36,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,2,0,0,0,1,0,0,0,0,1,137,1,0,148,4,2,0,31,0,0,0,0,15,0,0,0,1,0,1,0,0,0,0,5,0,4,0,0,7
18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,118,10,16,34,33,8,59,10,12,11,2,0,13,5,0,0,0,32,0,11,7,1,0,0,6
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,5,1,0,5,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,3,17,10,12,3,0,0,1,0,4,29,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,28,1,2,3,3,0,0,2,0,0,18,0,0,0,5,0,1,0,0,0,0,0
22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,6,44,39,1,1,0,0,0,0,20,1,0,0,0,4,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,1,0,2,2,19,0,12,1,1,1,12,1,67,0,0,0,3,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,1,1,38,2,2,0,0,0,24,0,0,0,0,5,0,0,0,1,0,0,0
25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,44,6,309,7,25,34,4,0,25,0,0,0,14,1,0,0,1,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,6,127,3,26,0,7,0,0,0,0,2,0,0,0,1,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,5,0,41,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
