epoch,loss,test_acc
1,3.4577215115229287,30.04750593824228
2,3.4938590923945108,30.1187648456057
3,3.471403439839681,30.134600158353127
4,3.32308562596639,30.150435471100554
5,3.2905012369155884,30.300870942201108
6,3.2050280968348184,30.340459224069676
7,3.110011418660482,30.102929532858273
8,2.9556535482406616,29.968329374505146
9,2.826451619466146,30.26128266033254
10,2.765467365582784,31.068883610451305
11,2.567974090576172,32.08234362628662
12,2.419623931248983,33.174980205859065
13,2.3503220478693643,34.394299287410924
14,2.210344592730204,35.85114806017419
15,2.112635930379232,37.276326207442594
16,1.9633474349975586,38.463974663499606
17,1.8711318572362263,40.07125890736342
18,1.8048593203226726,41.70229612034838
19,1.7119152744611104,43.198733174980205
20,1.617815415064494,44.30720506730008
