true_class,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23,pred_24,pred_25,pred_26,pred_27,pred_28,pred_29,pred_30,pred_31,pred_32,pred_33,pred_34,pred_35,pred_36,pred_37,pred_38,pred_39,pred_40,pred_41,pred_42
0,58,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,533,32,23,27,21,0,7,34,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0
2,0,31,618,37,11,36,0,3,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3,12,58,67,251,3,26,1,0,13,8,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2
4,3,0,0,0,625,0,2,2,16,2,2,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
5,11,24,25,63,6,449,1,8,17,7,5,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,3
6,0,0,0,3,0,23,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,32
7,0,0,0,3,16,42,8,352,12,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2
8,8,0,0,3,27,20,4,20,349,6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,2
9,11,0,0,0,0,2,4,15,7,271,52,0,0,0,0,3,53,23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24,12
10,21,0,0,5,1,5,6,18,83,67,276,0,0,4,0,33,70,17,0,5,2,0,5,0,0,0,0,0,0,0,1,4,0,0,4,3,0,0,2,0,2,5,21
11,0,0,0,0,0,0,0,0,0,0,0,250,0,3,0,0,0,0,15,5,12,1,6,8,8,15,15,11,10,0,10,50,0,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,0,0,0,6,610,9,0,4,0,0,0,0,0,0,12,0,2,0,22,0,2,6,0,0,12,0,0,0,0,0,0,4,0,1,0
13,0,0,0,0,1,0,0,0,0,0,0,5,2,655,0,0,0,0,0,0,0,0,3,2,5,0,2,0,0,18,0,0,8,0,0,0,0,0,0,18,1,0,0
14,0,1,2,1,7,4,0,3,11,0,0,0,0,6,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,0,0,0,0,0,0,1,6,2,35,1,0,0,6,0,89,0,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,2,13,4,2,3,1,0,15,13,4
16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,11,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
