epoch,loss,test_acc
1,1.0374991496404011,57.569279493269995
2,1.0264686346054077,57.7513855898654
3,0.9827370842297872,57.909738717339664
4,0.9649738967418671,58.14726840855107
5,0.9537423551082611,58.55898653998416
6,0.9088268478711446,58.93111638954869
7,0.8509978453318278,59.25574030087094
8,0.8371110757191976,59.62787015043547
9,0.7897931138674418,59.88915281076801
10,0.7535252074400584,60.38004750593824
11,0.7331167558828989,60.70467141726049
12,0.7067625224590302,61.235154394299286
13,0.6662766337394714,61.57561361836896
14,0.6480110585689545,62.03483768804434
15,0.6352092623710632,62.38321456848773
16,0.6031601329644521,62.78701504354711
17,0.5743397076924642,63.21456848772763
18,0.5449391653140386,63.60253365003959
19,0.48197948435942334,64.10926365795724
20,0.479416161775589,64.56848772763261
